Report Year,Geography,Grievance Category,Grievance Type,Grievance Count,Exempt Grievance Count,Unresolved as of June 30,Resolved,Referred,,,,,
FY1920,Riverside,Other,All,4,6,0,9,1,,,,,
FY1920,Riverside,All,All,45,33,3,71,4,,,,,
FY1920,Sacramento,Access,Service not available,0,0,0,0,0,,,,,
FY1920,Sacramento,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,Sacramento,Access,Timeliness of services,1,0,0,1,0,,,,,
FY1920,Sacramento,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Sacramento,Access,Linguistic services,2,0,0,2,0,,,,,
FY1920,Sacramento,Access,Other access issues,6,0,0,6,0,,,,,
FY1920,Sacramento,Access,All,9,0,0,9,0,,,,,
FY1920,Sacramento,Quality of Care,Staff behavior concerns,35,0,1,34,0,,,,,
FY1920,Sacramento,Quality of Care,Treatment issues or concerns,112,2,6,108,0,,,,,
FY1920,Sacramento,Quality of Care,Medication concern,13,1,1,13,0,,,,,
FY1920,Sacramento,Quality of Care,Cultural appropriateness,1,0,0,1,0,,,,,
FY1920,Sacramento,Quality of Care,Other quality of care issues,2,0,0,2,0,,,,,
FY1920,Sacramento,Quality of Care,All,163,3,8,158,0,,,,,
FY1920,Sacramento,Change of Provider,All,126,0,6,120,0,,,,,
FY1920,Sacramento,Confidentiality Concern,All,2,0,0,2,0,,,,,
FY1920,Sacramento,Other,Financial,4,0,0,4,0,,,,,
FY1920,Sacramento,Other,Lost property,0,0,0,0,0,,,,,
FY1920,Sacramento,Other,Operational,27,2,2,27,0,,,,,
FY1920,Sacramento,Other,Patients' rights,3,0,0,3,0,,,,,
FY1920,Sacramento,Other,Peer behaviors,2,0,1,1,0,,,,,
FY1920,Sacramento,Other,Physical environment,0,0,0,0,0,,,,,
FY1920,Sacramento,Other,Other grievance not listed above,87,0,1,59,27,,,,,
FY1920,Sacramento,Other,All,123,2,4,94,27,,,,,
FY1920,Sacramento,All,All,423,5,18,383,27,,,,,
FY1920,San Benito,Access,Service not available,0,0,0,0,0,,,,,
FY1920,San Benito,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,San Benito,Access,Timeliness of services,4,0,0,4,0,,,,,
FY1920,San Benito,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,San Benito,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,San Benito,Access,Other access issues,0,0,0,0,0,,,,,
FY1920,San Benito,Access,All,4,0,0,4,0,,,,,
FY1920,San Benito,Quality of Care,Staff behavior concerns,5,0,0,5,0,,,,,
FY1920,San Benito,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY1920,San Benito,Quality of Care,Medication concern,0,0,0,0,0,,,,,
FY1920,San Benito,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,San Benito,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1920,San Benito,Quality of Care,All,8,0,0,8,0,,,,,
FY1920,San Benito,Change of Provider,All,0,0,0,0,0,,,,,
FY1920,San Benito,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1920,San Benito,Other,Financial,1,0,0,1,0,,,,,
FY1920,San Benito,Other,Lost property,0,0,0,0,0,,,,,
FY1920,San Benito,Other,Operational,1,0,0,1,0,,,,,
FY1920,San Benito,Other,Patients' rights,0,0,0,0,0,,,,,
FY1920,San Benito,Other,Peer behaviors,1,0,0,1,0,,,,,
FY1920,San Benito,Other,Physical environment,0,0,0,0,0,,,,,
FY1920,San Benito,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1920,San Benito,Other,All,3,0,0,3,0,,,,,
FY1920,San Benito,All,All,15,0,0,15,0,,,,,
FY1920,San Bernardino,Access,Service not available,0,0,0,0,0,,,,,
FY1920,San Bernardino,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,San Bernardino,Access,Timeliness of services,4,0,0,4,0,,,,,
FY1920,San Bernardino,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,San Bernardino,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,San Bernardino,Access,Other access issues,13,0,0,13,0,,,,,
FY1920,San Bernardino,Access,All,17,0,0,17,0,,,,,
FY1920,San Bernardino,Quality of Care,Staff behavior concerns,80,0,0,74,6,,,,,
FY1920,San Bernardino,Quality of Care,Treatment issues or concerns,33,0,0,30,3,,,,,
FY1920,San Bernardino,Quality of Care,Medication concern,5,0,0,5,0,,,,,
FY1920,San Bernardino,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,San Bernardino,Quality of Care,Other quality of care issues,9,0,0,7,2,,,,,
FY1920,San Bernardino,Quality of Care,All,127,0,0,116,11,,,,,
FY1920,San Bernardino,Change of Provider,All,0,0,0,0,0,,,,,
FY1920,San Bernardino,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1920,San Bernardino,Other,Financial,3,0,0,3,0,,,,,
FY1920,San Bernardino,Other,Lost property,1,0,0,1,0,,,,,
FY1920,San Bernardino,Other,Operational,5,0,1,4,0,,,,,
FY1920,San Bernardino,Other,Patients' rights,1,0,0,1,0,,,,,
FY1920,San Bernardino,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,San Bernardino,Other,Physical environment,6,0,0,6,0,,,,,
FY1920,San Bernardino,Other,Other grievance not listed above,12,0,0,8,4,,,,,
FY1920,San Bernardino,Other,All,28,0,1,23,4,,,,,
FY1920,San Bernardino,All,All,173,0,1,157,15,,,,,
FY1920,San Diego,Access,Service not available,1,2,0,3,0,,,,,
FY1920,San Diego,Access,Service not accessible,2,0,0,2,0,,,,,
FY1920,San Diego,Access,Timeliness of services,5,1,0,6,0,,,,,
FY1920,San Diego,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,San Diego,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,San Diego,Access,Other access issues,11,0,0,11,0,,,,,
FY1920,San Diego,Access,All,19,3,0,22,0,,,,,
FY1920,San Diego,Quality of Care,Staff behavior concerns,47,3,0,50,0,,,,,
FY1920,San Diego,Quality of Care,Treatment issues or concerns,21,1,0,22,0,,,,,
FY1920,San Diego,Quality of Care,Medication concern,28,0,0,28,0,,,,,
FY1920,San Diego,Quality of Care,Cultural appropriateness,1,0,0,1,0,,,,,
FY1920,San Diego,Quality of Care,Other quality of care issues,8,0,0,8,0,,,,,
FY1920,San Diego,Quality of Care,All,105,4,0,109,0,,,,,
FY1920,San Diego,Change of Provider,All,0,0,0,0,0,,,,,
FY1920,San Diego,Confidentiality Concern,All,4,1,0,5,0,,,,,
FY1920,San Diego,Other,Financial,3,0,0,3,0,,,,,
FY1920,San Diego,Other,Lost property,4,0,0,4,0,,,,,
FY1920,San Diego,Other,Operational,0,0,0,0,0,,,,,
FY1920,San Diego,Other,Patients' rights,9,5,0,14,0,,,,,
FY1920,San Diego,Other,Peer behaviors,3,0,0,3,0,,,,,
FY1920,San Diego,Other,Physical environment,3,0,0,3,0,,,,,
FY1920,San Diego,Other,Other grievance not listed above,4,1,0,5,0,,,,,
FY1920,San Diego,Other,All,26,6,0,32,0,,,,,
FY1920,San Diego,All,All,154,14,0,168,0,,,,,
FY1920,San Francisco,Access,Service not available,0,0,0,0,0,,,,,
FY1920,San Francisco,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,San Francisco,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1920,San Francisco,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,San Francisco,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,San Francisco,Access,Other access issues,5,0,0,5,0,,,,,
FY1920,San Francisco,Access,All,5,0,0,5,0,,,,,
FY1920,San Francisco,Quality of Care,Staff behavior concerns,12,0,0,12,0,,,,,
FY1920,San Francisco,Quality of Care,Treatment issues or concerns,1,0,0,1,0,,,,,
FY1920,San Francisco,Quality of Care,Medication concern,1,0,0,1,0,,,,,
FY1920,San Francisco,Quality of Care,Cultural appropriateness,1,0,0,1,0,,,,,
FY1920,San Francisco,Quality of Care,Other quality of care issues,2,0,0,2,0,,,,,
FY1920,San Francisco,Quality of Care,All,17,0,0,17,0,,,,,
FY1920,San Francisco,Change of Provider,All,2,0,0,2,0,,,,,
FY1920,San Francisco,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1920,San Francisco,Other,Financial,2,0,0,2,0,,,,,
FY1920,San Francisco,Other,Lost property,2,0,0,2,0,,,,,
FY1920,San Francisco,Other,Operational,1,0,0,1,0,,,,,
FY1920,San Francisco,Other,Patients' rights,0,0,0,0,0,,,,,
FY1920,San Francisco,Other,Peer behaviors,2,0,0,2,0,,,,,
FY1920,San Francisco,Other,Physical environment,2,0,0,2,0,,,,,
FY1920,San Francisco,Other,Other grievance not listed above,2,0,1,1,0,,,,,
FY1920,San Francisco,Other,All,11,0,1,10,0,,,,,
FY1920,San Francisco,All,All,36,0,1,35,0,,,,,
FY1920,San Joaquin,Access,Service not available,1,0,0,1,0,,,,,
FY1920,San Joaquin,Access,Service not accessible,2,0,0,2,0,,,,,
FY1920,San Joaquin,Access,Timeliness of services,1,0,0,1,0,,,,,
FY1920,San Joaquin,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,San Joaquin,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,San Joaquin,Access,Other access issues,3,0,0,3,0,,,,,
FY1920,San Joaquin,Access,All,7,0,0,7,0,,,,,
FY1920,San Joaquin,Quality of Care,Staff behavior concerns,16,0,0,16,0,,,,,
FY1920,San Joaquin,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY1920,San Joaquin,Quality of Care,Medication concern,3,0,0,3,0,,,,,
FY1920,San Joaquin,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,San Joaquin,Quality of Care,Other quality of care issues,4,0,0,4,0,,,,,
FY1920,San Joaquin,Quality of Care,All,26,0,0,26,0,,,,,
FY1920,San Joaquin,Change of Provider,All,8,0,0,8,0,,,,,
FY1920,San Joaquin,Confidentiality Concern,All,2,0,0,2,0,,,,,
FY1920,San Joaquin,Other,Financial,5,0,0,5,0,,,,,
FY1920,San Joaquin,Other,Lost property,1,0,0,1,0,,,,,
FY1920,San Joaquin,Other,Operational,4,0,0,4,0,,,,,
FY1920,San Joaquin,Other,Patients' rights,2,0,0,2,0,,,,,
FY1920,San Joaquin,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,San Joaquin,Other,Physical environment,5,0,0,5,0,,,,,
FY1920,San Joaquin,Other,Other grievance not listed above,8,0,0,8,0,,,,,
FY1920,San Joaquin,Other,All,25,0,0,25,0,,,,,
FY1920,San Joaquin,All,All,68,0,0,68,0,,,,,
FY1920,San Luis Obispo,Access,Service not available,0,0,0,0,0,,,,,
FY1920,San Luis Obispo,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,San Luis Obispo,Access,Timeliness of services,2,0,0,2,0,,,,,
FY1920,San Luis Obispo,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,San Luis Obispo,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,San Luis Obispo,Access,Other access issues,3,0,0,3,0,,,,,
FY1920,San Luis Obispo,Access,All,5,0,0,5,0,,,,,
FY1920,San Luis Obispo,Quality of Care,Staff behavior concerns,33,0,1,32,0,,,,,
FY1920,San Luis Obispo,Quality of Care,Treatment issues or concerns,6,0,0,6,0,,,,,
FY1920,San Luis Obispo,Quality of Care,Medication concern,15,0,1,14,0,,,,,
FY1920,San Luis Obispo,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,San Luis Obispo,Quality of Care,Other quality of care issues,5,0,0,5,0,,,,,
FY1920,San Luis Obispo,Quality of Care,All,59,0,2,57,0,,,,,
FY1920,San Luis Obispo,Change of Provider,All,99,0,6,93,0,,,,,
FY1920,San Luis Obispo,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1920,San Luis Obispo,Other,Financial,2,0,0,2,0,,,,,
FY1920,San Luis Obispo,Other,Lost property,3,0,0,3,0,,,,,
FY1920,San Luis Obispo,Other,Operational,1,0,0,1,0,,,,,
FY1920,San Luis Obispo,Other,Patients' rights,3,0,0,3,0,,,,,
FY1920,San Luis Obispo,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,San Luis Obispo,Other,Physical environment,4,0,0,4,0,,,,,
FY1920,San Luis Obispo,Other,Other grievance not listed above,11,0,0,11,0,,,,,
FY1920,San Luis Obispo,Other,All,24,0,0,24,0,,,,,
FY1920,San Luis Obispo,All,All,187,0,8,179,0,,,,,
FY1920,San Mateo,Access,Service not available,2,0,0,2,0,,,,,
FY1920,San Mateo,Access,Service not accessible,6,0,0,6,0,,,,,
FY1920,San Mateo,Access,Timeliness of services,6,0,0,6,0,,,,,
FY1920,San Mateo,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,San Mateo,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,San Mateo,Access,Other access issues,0,0,0,0,0,,,,,
FY1920,San Mateo,Access,All,14,0,0,14,0,,,,,
FY1920,San Mateo,Quality of Care,Staff behavior concerns,34,2,1,35,0,,,,,
FY1920,San Mateo,Quality of Care,Treatment issues or concerns,3,0,1,2,0,,,,,
FY1920,San Mateo,Quality of Care,Medication concern,6,0,0,6,0,,,,,
FY1920,San Mateo,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,San Mateo,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1920,San Mateo,Quality of Care,All,43,2,2,43,0,,,,,
FY1920,San Mateo,Change of Provider,All,0,0,0,0,0,,,,,
FY1920,San Mateo,Confidentiality Concern,All,2,1,0,3,0,,,,,
FY1920,San Mateo,Other,Financial,3,0,0,3,0,,,,,
FY1920,San Mateo,Other,Lost property,0,0,0,0,0,,,,,
FY1920,San Mateo,Other,Operational,6,1,0,7,0,,,,,
FY1920,San Mateo,Other,Patients' rights,1,1,0,2,0,,,,,
FY1920,San Mateo,Other,Peer behaviors,1,0,1,0,0,,,,,
FY1920,San Mateo,Other,Physical environment,3,0,0,3,0,,,,,
FY1920,San Mateo,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1920,San Mateo,Other,All,14,2,1,15,0,,,,,
FY1920,San Mateo,All,All,73,5,3,75,0,,,,,
FY1920,Santa Barbara,Access,Service not available,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Access,Service not accessible,2,0,0,2,0,,,,,
FY1920,Santa Barbara,Access,Timeliness of services,7,6,0,13,0,,,,,
FY1920,Santa Barbara,Access,24/7 Toll-free access line,1,0,0,1,0,,,,,
FY1920,Santa Barbara,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Access,Other access issues,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Access,All,10,6,0,16,0,,,,,
FY1920,Santa Barbara,Quality of Care,Staff behavior concerns,19,9,0,28,0,,,,,
FY1920,Santa Barbara,Quality of Care,Treatment issues or concerns,20,13,1,32,0,,,,,
FY1920,Santa Barbara,Quality of Care,Medication concern,8,2,0,10,0,,,,,
FY1920,Santa Barbara,Quality of Care,Cultural appropriateness,1,1,0,2,0,,,,,
FY1920,Santa Barbara,Quality of Care,Other quality of care issues,13,0,0,13,0,,,,,
FY1920,Santa Barbara,Quality of Care,All,61,25,1,85,0,,,,,
FY1920,Santa Barbara,Change of Provider,All,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Other,Financial,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Other,Lost property,1,0,1,0,0,,,,,
FY1920,Santa Barbara,Other,Operational,2,0,0,2,0,,,,,
FY1920,Santa Barbara,Other,Patients' rights,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Other,Physical environment,0,0,0,0,0,,,,,
FY1920,Santa Barbara,Other,Other grievance not listed above,4,4,0,4,4,,,,,
FY1920,Santa Barbara,Other,All,7,4,1,6,4,,,,,
FY1920,Santa Barbara,All,All,78,35,2,107,4,,,,,
FY1920,Santa Clara,Access,Service not available,4,0,0,3,1,,,,,
FY1920,Santa Clara,Access,Service not accessible,2,3,0,5,0,,,,,
FY1920,Santa Clara,Access,Timeliness of services,6,5,1,10,0,,,,,
FY1920,Santa Clara,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Santa Clara,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Santa Clara,Access,Other access issues,9,0,0,9,0,,,,,
FY1920,Santa Clara,Access,All,21,8,1,27,1,,,,,
FY1920,Santa Clara,Quality of Care,Staff behavior concerns,36,9,1,43,1,,,,,
FY1920,Santa Clara,Quality of Care,Treatment issues or concerns,30,8,2,35,1,,,,,
FY1920,Santa Clara,Quality of Care,Medication concern,5,0,0,4,1,,,,,
FY1920,Santa Clara,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,Santa Clara,Quality of Care,Other quality of care issues,14,0,1,13,0,,,,,
FY1920,Santa Clara,Quality of Care,All,85,17,4,95,3,,,,,
FY1920,Santa Clara,Change of Provider,All,22,2,2,22,0,,,,,
FY1920,Santa Clara,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1920,Santa Clara,Other,Financial,3,0,0,2,1,,,,,
FY1920,Santa Clara,Other,Lost property,0,0,0,0,0,,,,,
FY1920,Santa Clara,Other,Operational,0,0,0,0,0,,,,,
FY1920,Santa Clara,Other,Patients' rights,1,0,0,1,0,,,,,
FY1920,Santa Clara,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,Santa Clara,Other,Physical environment,1,0,0,1,0,,,,,
FY1920,Santa Clara,Other,Other grievance not listed above,4,0,0,4,0,,,,,
FY1920,Santa Clara,Other,All,9,0,0,8,1,,,,,
FY1920,Santa Clara,All,All,137,27,7,152,5,,,,,
FY1920,Santa Cruz,Access,Service not available,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Access,Other access issues,5,0,0,5,0,,,,,
FY1920,Santa Cruz,Access,All,5,0,0,5,0,,,,,
FY1920,Santa Cruz,Quality of Care,Staff behavior concerns,15,0,0,15,0,,,,,
FY1920,Santa Cruz,Quality of Care,Treatment issues or concerns,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Quality of Care,Medication concern,2,0,0,2,0,,,,,
FY1920,Santa Cruz,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Quality of Care,All,17,0,0,17,0,,,,,
FY1920,Santa Cruz,Change of Provider,All,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Confidentiality Concern,All,4,0,0,4,0,,,,,
FY1920,Santa Cruz,Other,Financial,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Other,Lost property,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Other,Operational,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Other,Patients' rights,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,Santa Cruz,Other,Physical environment,2,0,0,2,0,,,,,
FY1920,Santa Cruz,Other,Other grievance not listed above,1,0,0,1,0,,,,,
FY1920,Santa Cruz,Other,All,3,0,0,3,0,,,,,
FY1920,Santa Cruz,All,All,29,0,0,29,0,,,,,
FY1920,Shasta,Access,Service not available,0,0,0,0,0,,,,,
FY1920,Shasta,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,Shasta,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1920,Shasta,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Shasta,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Shasta,Access,Other access issues,0,0,0,0,0,,,,,
FY1920,Shasta,Access,All,0,0,0,0,0,,,,,
FY1920,Shasta,Quality of Care,Staff behavior concerns,10,0,0,10,0,,,,,
FY1920,Shasta,Quality of Care,Treatment issues or concerns,3,0,0,3,0,,,,,
FY1920,Shasta,Quality of Care,Medication concern,0,1,0,1,0,,,,,
FY1920,Shasta,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,Shasta,Quality of Care,Other quality of care issues,0,0,0,0,0,,,,,
FY1920,Shasta,Quality of Care,All,13,1,0,14,0,,,,,
FY1920,Shasta,Change of Provider,All,5,0,0,5,0,,,,,
FY1920,Shasta,Confidentiality Concern,All,1,0,0,1,0,,,,,
FY1920,Shasta,Other,Financial,0,0,0,0,0,,,,,
FY1920,Shasta,Other,Lost property,0,0,0,0,0,,,,,
FY1920,Shasta,Other,Operational,0,0,0,0,0,,,,,
FY1920,Shasta,Other,Patients' rights,3,0,0,0,3,,,,,
FY1920,Shasta,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,Shasta,Other,Physical environment,0,0,0,0,0,,,,,
FY1920,Shasta,Other,Other grievance not listed above,3,0,0,3,0,,,,,
FY1920,Shasta,Other,All,6,0,0,3,3,,,,,
FY1920,Shasta,All,All,25,1,0,23,3,,,,,
FY1920,Siskiyou,Access,Service not available,0,0,0,0,0,,,,,
FY1920,Siskiyou,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,Siskiyou,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1920,Siskiyou,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Siskiyou,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Siskiyou,Access,Other access issues,0,0,0,0,0,,,,,
FY1920,Siskiyou,Access,All,0,0,0,0,0,,,,,
FY1920,Siskiyou,Quality of Care,Staff behavior concerns,2,0,0,2,0,,,,,
FY1920,Siskiyou,Quality of Care,Treatment issues or concerns,0,0,0,0,0,,,,,
FY1920,Siskiyou,Quality of Care,Medication concern,1,0,0,1,0,,,,,
FY1920,Siskiyou,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,Siskiyou,Quality of Care,Other quality of care issues,2,1,0,3,0,,,,,
FY1920,Siskiyou,Quality of Care,All,5,1,0,6,0,,,,,
FY1920,Siskiyou,Change of Provider,All,3,0,0,3,0,,,,,
FY1920,Siskiyou,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1920,Siskiyou,Other,Financial,0,0,0,0,0,,,,,
FY1920,Siskiyou,Other,Lost property,0,0,0,0,0,,,,,
FY1920,Siskiyou,Other,Operational,1,2,0,3,0,,,,,
FY1920,Siskiyou,Other,Patients' rights,0,0,0,0,0,,,,,
FY1920,Siskiyou,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,Siskiyou,Other,Physical environment,0,0,0,0,0,,,,,
FY1920,Siskiyou,Other,Other grievance not listed above,2,2,0,4,0,,,,,
FY1920,Siskiyou,Other,All,3,4,0,7,0,,,,,
FY1920,Siskiyou,All,All,11,5,0,16,0,,,,,
FY1920,Solano,Access,Service not available,1,0,0,1,0,,,,,
FY1920,Solano,Access,Service not accessible,1,0,0,1,0,,,,,
FY1920,Solano,Access,Timeliness of services,1,0,0,1,0,,,,,
FY1920,Solano,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Solano,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Solano,Access,Other access issues,0,0,0,0,0,,,,,
FY1920,Solano,Access,All,3,0,0,3,0,,,,,
FY1920,Solano,Quality of Care,Staff behavior concerns,16,0,1,15,0,,,,,
FY1920,Solano,Quality of Care,Treatment issues or concerns,9,0,0,9,0,,,,,
FY1920,Solano,Quality of Care,Medication concern,3,0,0,3,0,,,,,
FY1920,Solano,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,Solano,Quality of Care,Other quality of care issues,2,0,0,2,0,,,,,
FY1920,Solano,Quality of Care,All,30,0,1,29,0,,,,,
FY1920,Solano,Change of Provider,All,42,0,0,42,0,,,,,
FY1920,Solano,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1920,Solano,Other,Financial,2,0,0,2,0,,,,,
FY1920,Solano,Other,Lost property,0,0,0,0,0,,,,,
FY1920,Solano,Other,Operational,4,0,0,4,0,,,,,
FY1920,Solano,Other,Patients' rights,14,0,0,14,0,,,,,
FY1920,Solano,Other,Peer behaviors,0,0,0,0,0,,,,,
FY1920,Solano,Other,Physical environment,0,0,0,0,0,,,,,
FY1920,Solano,Other,Other grievance not listed above,0,0,0,0,0,,,,,
FY1920,Solano,Other,All,20,0,0,20,0,,,,,
FY1920,Solano,All,All,95,0,1,94,0,,,,,
FY1920,Sonoma,Access,Service not available,3,0,0,3,0,,,,,
FY1920,Sonoma,Access,Service not accessible,1,0,0,1,0,,,,,
FY1920,Sonoma,Access,Timeliness of services,5,0,0,5,0,,,,,
FY1920,Sonoma,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Sonoma,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Sonoma,Access,Other access issues,1,0,0,1,0,,,,,
FY1920,Sonoma,Access,All,10,0,0,10,0,,,,,
FY1920,Sonoma,Quality of Care,Staff behavior concerns,16,2,1,17,0,,,,,
FY1920,Sonoma,Quality of Care,Treatment issues or concerns,9,2,0,8,3,,,,,
FY1920,Sonoma,Quality of Care,Medication concern,7,1,1,7,0,,,,,
FY1920,Sonoma,Quality of Care,Cultural appropriateness,3,0,0,0,3,,,,,
FY1920,Sonoma,Quality of Care,Other quality of care issues,8,3,0,11,0,,,,,
FY1920,Sonoma,Quality of Care,All,43,8,2,43,6,,,,,
FY1920,Sonoma,Change of Provider,All,10,0,0,10,0,,,,,
FY1920,Sonoma,Confidentiality Concern,All,0,0,0,0,0,,,,,
FY1920,Sonoma,Other,Financial,3,0,0,1,2,,,,,
FY1920,Sonoma,Other,Lost property,3,0,2,1,0,,,,,
FY1920,Sonoma,Other,Operational,1,0,0,1,0,,,,,
FY1920,Sonoma,Other,Patients' rights,6,0,0,1,5,,,,,
FY1920,Sonoma,Other,Peer behaviors,3,0,0,1,2,,,,,
FY1920,Sonoma,Other,Physical environment,2,0,0,1,1,,,,,
FY1920,Sonoma,Other,Other grievance not listed above,3,0,0,3,0,,,,,
FY1920,Sonoma,Other,All,21,0,2,9,10,,,,,
FY1920,Sonoma,All,All,84,8,4,72,16,,,,,
FY1920,Stanislaus,Access,Service not available,0,0,0,0,0,,,,,
FY1920,Stanislaus,Access,Service not accessible,0,0,0,0,0,,,,,
FY1920,Stanislaus,Access,Timeliness of services,0,0,0,0,0,,,,,
FY1920,Stanislaus,Access,24/7 Toll-free access line,0,0,0,0,0,,,,,
FY1920,Stanislaus,Access,Linguistic services,0,0,0,0,0,,,,,
FY1920,Stanislaus,Access,Other access issues,0,0,0,0,0,,,,,
FY1920,Stanislaus,Access,All,0,0,0,0,0,,,,,
FY1920,Stanislaus,Quality of Care,Staff behavior concerns,14,0,0,14,0,,,,,
FY1920,Stanislaus,Quality of Care,Treatment issues or concerns,26,0,1,25,0,,,,,
FY1920,Stanislaus,Quality of Care,Medication concern,1,0,0,1,0,,,,,
FY1920,Stanislaus,Quality of Care,Cultural appropriateness,0,0,0,0,0,,,,,
FY1920,Stanislaus,Quality of Care,Other quality of care issues,2,0,0,2,0,,,,,
FY1920,Stanislaus,Quality of Care,All,43,0,1,42,0,,,,,
FY1920,Stanislaus,Change of Provider,All,2,0,0,2,0,,,,,
