County,Year,Quarter,Medication_Assisted_Treatment,members,status,annotation,annotation_description,Date_of_Data,CDO Approval Number
Amador / Alpine,2018,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Amador / Alpine,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Amador / Alpine,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Amador / Alpine,2018,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Amador / Alpine,2019,Q1,Naloxone,21,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2019,Q2,Naloxone,29,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2019,Q3,Naloxone,22,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2019,Q4,Naloxone,20,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2020,Q1,Naloxone,34,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2020,Q2,Naloxone,18,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2020,Q3,Naloxone,25,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2020,Q4,Naloxone,16,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2021,Q1,Naloxone,19,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2021,Q2,Naloxone,32,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2021,Q3,Naloxone,35,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2021,Q4,Naloxone,19,F,,,5/4/2023,CDO-23-0670
Butte,2010,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2010,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2010,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2010,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2011,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2011,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2011,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2011,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2012,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2012,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2012,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2012,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2013,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2013,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2013,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2013,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2014,Q1,Naloxone,34,F,,,5/4/2023,CDO-23-0670
Butte,2014,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Butte,2014,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2014,Q4,Naloxone,12,F,,,5/4/2023,CDO-23-0670
Butte,2015,Q1,Naloxone,16,F,,,5/4/2023,CDO-23-0670
Butte,2015,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Butte,2015,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Butte,2015,Q4,Naloxone,14,F,,,5/4/2023,CDO-23-0670
Butte,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Butte,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Butte,2016,Q3,Naloxone,16,F,,,5/4/2023,CDO-23-0670
Butte,2016,Q4,Naloxone,77,F,,,5/4/2023,CDO-23-0670
Butte,2017,Q1,Naloxone,40,F,,,5/4/2023,CDO-23-0670
Butte,2017,Q2,Naloxone,55,F,,,5/4/2023,CDO-23-0670
Butte,2017,Q3,Naloxone,43,F,,,5/4/2023,CDO-23-0670
Butte,2017,Q4,Naloxone,81,F,,,5/4/2023,CDO-23-0670
Butte,2018,Q1,Naloxone,86,F,,,5/4/2023,CDO-23-0670
Butte,2018,Q2,Naloxone,63,F,,,5/4/2023,CDO-23-0670
Butte,2018,Q3,Naloxone,75,F,,,5/4/2023,CDO-23-0670
Butte,2018,Q4,Naloxone,76,F,,,5/4/2023,CDO-23-0670
Butte,2019,Q1,Naloxone,190,F,,,5/4/2023,CDO-23-0670
Butte,2019,Q2,Naloxone,161,F,,,5/4/2023,CDO-23-0670
Butte,2019,Q3,Naloxone,146,F,,,5/4/2023,CDO-23-0670
Butte,2019,Q4,Naloxone,106,F,,,5/4/2023,CDO-23-0670
Butte,2020,Q1,Naloxone,94,F,,,5/4/2023,CDO-23-0670
Butte,2020,Q2,Naloxone,104,F,,,5/4/2023,CDO-23-0670
Butte,2020,Q3,Naloxone,142,F,,,5/4/2023,CDO-23-0670
Butte,2020,Q4,Naloxone,162,F,,,5/4/2023,CDO-23-0670
Butte,2021,Q1,Naloxone,221,F,,,5/4/2023,CDO-23-0670
Butte,2021,Q2,Naloxone,201,F,,,5/4/2023,CDO-23-0670
Butte,2021,Q3,Naloxone,166,F,,,5/4/2023,CDO-23-0670
Butte,2021,Q4,Naloxone,173,F,,,5/4/2023,CDO-23-0670
Calaveras,2010,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2010,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2010,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2010,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2011,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2011,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2011,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2011,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2012,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2012,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2012,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2012,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2013,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2013,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2013,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2013,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2014,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2014,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2014,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2014,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2015,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2015,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2015,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2015,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2016,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2016,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2017,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2017,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2017,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2017,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2018,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2018,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2019,Q1,Naloxone,29,F,,,5/4/2023,CDO-23-0670
Calaveras,2019,Q2,Naloxone,23,F,,,5/4/2023,CDO-23-0670
Calaveras,2019,Q3,Naloxone,16,F,,,5/4/2023,CDO-23-0670
Calaveras,2019,Q4,Naloxone,12,F,,,5/4/2023,CDO-23-0670
Calaveras,2020,Q1,Naloxone,15,F,,,5/4/2023,CDO-23-0670
Calaveras,2020,Q2,Naloxone,19,F,,,5/4/2023,CDO-23-0670
Calaveras,2020,Q3,Naloxone,26,F,,,5/4/2023,CDO-23-0670
Calaveras,2020,Q4,Naloxone,25,F,,,5/4/2023,CDO-23-0670
Calaveras,2021,Q1,Naloxone,27,F,,,5/4/2023,CDO-23-0670
Calaveras,2021,Q2,Naloxone,31,F,,,5/4/2023,CDO-23-0670
Calaveras,2021,Q3,Naloxone,37,F,,,5/4/2023,CDO-23-0670
Calaveras,2021,Q4,Naloxone,25,F,,,5/4/2023,CDO-23-0670
Colusa,2010,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2010,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2010,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2010,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2011,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2011,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2011,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2011,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2012,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2012,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2012,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2012,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2013,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2013,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2013,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2013,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2014,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2014,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2014,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2014,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2015,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2015,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2015,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2015,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2016,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2016,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2017,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2017,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2017,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2017,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2018,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2018,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2018,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2018,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2019,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2019,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2019,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2019,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2020,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2020,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2020,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2020,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2021,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2021,Q2,Naloxone,12,F,,,5/4/2023,CDO-23-0670
Colusa,2021,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2021,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2010,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2010,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2010,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2010,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2011,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2011,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2011,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2011,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2012,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2012,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2012,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2012,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2013,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2013,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2013,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2013,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2014,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2014,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2014,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2014,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2015,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2015,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2015,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2015,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2016,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2016,Q3,Naloxone,15,F,,,5/4/2023,CDO-23-0670
Contra Costa,2016,Q4,Naloxone,22,F,,,5/4/2023,CDO-23-0670
Contra Costa,2017,Q1,Naloxone,23,F,,,5/4/2023,CDO-23-0670
Contra Costa,2017,Q2,Naloxone,31,F,,,5/4/2023,CDO-23-0670
Contra Costa,2017,Q3,Naloxone,36,F,,,5/4/2023,CDO-23-0670
Contra Costa,2017,Q4,Naloxone,51,F,,,5/4/2023,CDO-23-0670
Contra Costa,2018,Q1,Naloxone,75,F,,,5/4/2023,CDO-23-0670
Contra Costa,2018,Q2,Naloxone,92,F,,,5/4/2023,CDO-23-0670
Contra Costa,2018,Q3,Naloxone,115,F,,,5/4/2023,CDO-23-0670
Contra Costa,2018,Q4,Naloxone,140,F,,,5/4/2023,CDO-23-0670
Contra Costa,2019,Q1,Naloxone,674,F,,,5/4/2023,CDO-23-0670
Contra Costa,2019,Q2,Naloxone,489,F,,,5/4/2023,CDO-23-0670
Contra Costa,2019,Q3,Naloxone,497,F,,,5/4/2023,CDO-23-0670
Contra Costa,2019,Q4,Naloxone,477,F,,,5/4/2023,CDO-23-0670
Contra Costa,2020,Q1,Naloxone,481,F,,,5/4/2023,CDO-23-0670
Contra Costa,2020,Q2,Naloxone,471,F,,,5/4/2023,CDO-23-0670
Contra Costa,2020,Q3,Naloxone,487,F,,,5/4/2023,CDO-23-0670
Contra Costa,2020,Q4,Naloxone,475,F,,,5/4/2023,CDO-23-0670
Contra Costa,2021,Q1,Naloxone,473,F,,,5/4/2023,CDO-23-0670
Contra Costa,2021,Q2,Naloxone,513,F,,,5/4/2023,CDO-23-0670
Contra Costa,2021,Q3,Naloxone,570,F,,,5/4/2023,CDO-23-0670
Contra Costa,2021,Q4,Naloxone,491,F,,,5/4/2023,CDO-23-0670
Del Norte,2010,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2010,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2010,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2010,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2011,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2011,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2011,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2011,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2012,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2012,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2012,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2012,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2013,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2013,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2013,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2013,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2014,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2014,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2014,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2014,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2015,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2015,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2015,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2015,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2016,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2016,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2016,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2017,Q1,Naloxone,41,F,,,5/4/2023,CDO-23-0670
Del Norte,2017,Q2,Naloxone,21,F,,,5/4/2023,CDO-23-0670
Del Norte,2017,Q3,Naloxone,34,F,,,5/4/2023,CDO-23-0670
Del Norte,2017,Q4,Naloxone,14,F,,,5/4/2023,CDO-23-0670
Del Norte,2018,Q1,Naloxone,17,F,,,5/4/2023,CDO-23-0670
Del Norte,2018,Q2,Naloxone,37,F,,,5/4/2023,CDO-23-0670
Del Norte,2018,Q3,Naloxone,29,F,,,5/4/2023,CDO-23-0670
Del Norte,2018,Q4,Naloxone,51,F,,,5/4/2023,CDO-23-0670
Del Norte,2019,Q1,Naloxone,46,F,,,5/4/2023,CDO-23-0670
Del Norte,2019,Q2,Naloxone,107,F,,,5/4/2023,CDO-23-0670
Del Norte,2019,Q3,Naloxone,79,F,,,5/4/2023,CDO-23-0670
Del Norte,2019,Q4,Naloxone,65,F,,,5/4/2023,CDO-23-0670
Del Norte,2020,Q1,Naloxone,76,F,,,5/4/2023,CDO-23-0670
Del Norte,2020,Q2,Naloxone,52,F,,,5/4/2023,CDO-23-0670
Del Norte,2020,Q3,Naloxone,61,F,,,5/4/2023,CDO-23-0670
Del Norte,2020,Q4,Naloxone,51,F,,,5/4/2023,CDO-23-0670
Del Norte,2021,Q1,Naloxone,48,F,,,5/4/2023,CDO-23-0670
Del Norte,2021,Q2,Naloxone,59,F,,,5/4/2023,CDO-23-0670
Del Norte,2021,Q3,Naloxone,38,F,,,5/4/2023,CDO-23-0670
Del Norte,2021,Q4,Naloxone,45,F,,,5/4/2023,CDO-23-0670
El Dorado,2010,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2010,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2010,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2010,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2011,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2011,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2011,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2011,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2012,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2012,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2012,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2012,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2013,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2013,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2013,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2013,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2014,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2014,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2014,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2014,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2015,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2015,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2015,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2015,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2016,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2016,Q2,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2016,Q3,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2016,Q4,Naloxone,21,F,,,5/4/2023,CDO-23-0670
El Dorado,2017,Q1,Naloxone,13,F,,,5/4/2023,CDO-23-0670
El Dorado,2017,Q2,Naloxone,16,F,,,5/4/2023,CDO-23-0670
El Dorado,2017,Q3,Naloxone,26,F,,,5/4/2023,CDO-23-0670
El Dorado,2017,Q4,Naloxone,11,F,,,5/4/2023,CDO-23-0670
El Dorado,2018,Q1,Naloxone,49,F,,,5/4/2023,CDO-23-0670
El Dorado,2018,Q2,Naloxone,22,F,,,5/4/2023,CDO-23-0670
El Dorado,2018,Q3,Naloxone,47,F,,,5/4/2023,CDO-23-0670
El Dorado,2018,Q4,Naloxone,71,F,,,5/4/2023,CDO-23-0670
El Dorado,2019,Q1,Naloxone,120,F,,,5/4/2023,CDO-23-0670
El Dorado,2019,Q2,Naloxone,145,F,,,5/4/2023,CDO-23-0670
El Dorado,2019,Q3,Naloxone,161,F,,,5/4/2023,CDO-23-0670
El Dorado,2019,Q4,Naloxone,162,F,,,5/4/2023,CDO-23-0670
El Dorado,2020,Q1,Naloxone,166,F,,,5/4/2023,CDO-23-0670
El Dorado,2020,Q2,Naloxone,158,F,,,5/4/2023,CDO-23-0670
El Dorado,2020,Q3,Naloxone,185,F,,,5/4/2023,CDO-23-0670
El Dorado,2020,Q4,Naloxone,211,F,,,5/4/2023,CDO-23-0670
El Dorado,2021,Q1,Naloxone,188,F,,,5/4/2023,CDO-23-0670
El Dorado,2021,Q2,Naloxone,220,F,,,5/4/2023,CDO-23-0670
El Dorado,2021,Q3,Naloxone,204,F,,,5/4/2023,CDO-23-0670
El Dorado,2021,Q4,Naloxone,170,F,,,5/4/2023,CDO-23-0670
Fresno,2010,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2010,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2010,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2010,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2011,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2011,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2011,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2011,Q4,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2012,Q1,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2012,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2012,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2012,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2013,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2013,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2013,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2013,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2014,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2014,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2014,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2014,Q4,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2015,Q1,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2015,Q2,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2015,Q3,Naloxone,0,F,,,5/4/2023,CDO-23-0670
