County,Year,Medication_Assisted_Treatment,members,status,annotation,annotation_description,Date_of_Data,CDO Approval Number
Yolo,2019,Methadone Program,236,F,,,5/4/2023,CDO-23-0670
Yolo,2020,Methadone Program,249,F,,,5/4/2023,CDO-23-0670
Yolo,2021,Methadone Program,193,F,,,5/4/2023,CDO-23-0670
Yolo,2022,Methadone Program,196,F,,,1/10/2025,CDO-25-0612
Yolo,2023,Methadone Program,203,F,,,10/17/2025,
Yolo,2024,Methadone Program,208,F,,,10/17/2025,
Yuba,2010,Methadone Program,127,F,,,5/4/2023,CDO-23-0670
Yuba,2011,Methadone Program,139,F,,,5/4/2023,CDO-23-0670
Yuba,2012,Methadone Program,146,F,,,5/4/2023,CDO-23-0670
Yuba,2013,Methadone Program,140,F,,,5/4/2023,CDO-23-0670
Yuba,2014,Methadone Program,214,F,,,5/4/2023,CDO-23-0670
Yuba,2015,Methadone Program,266,F,,,5/4/2023,CDO-23-0670
Yuba,2016,Methadone Program,286,F,,,5/4/2023,CDO-23-0670
Yuba,2017,Methadone Program,282,F,,,5/4/2023,CDO-23-0670
Yuba,2018,Methadone Program,315,F,,,5/4/2023,CDO-23-0670
Yuba,2019,Methadone Program,317,F,,,5/4/2023,CDO-23-0670
Yuba,2020,Methadone Program,282,F,,,5/4/2023,CDO-23-0670
Yuba,2021,Methadone Program,228,F,,,5/4/2023,CDO-23-0670
Yuba,2022,Methadone Program,254,F,,,1/10/2025,CDO-25-0612
Yuba,2023,Methadone Program,243,F,,,10/17/2025,
Yuba,2024,Methadone Program,232,F,,,10/17/2025,
Alameda,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Alameda,2011,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Alameda,2012,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Alameda,2013,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Alameda,2014,Naloxone,12,F,,,5/4/2023,CDO-23-0670
Alameda,2015,Naloxone,34,F,,,5/4/2023,CDO-23-0670
Alameda,2016,Naloxone,112,F,,,5/4/2023,CDO-23-0670
Alameda,2017,Naloxone,287,F,,,5/4/2023,CDO-23-0670
Alameda,2018,Naloxone,652,F,,,5/4/2023,CDO-23-0670
Alameda,2019,Naloxone,2252,F,,,5/4/2023,CDO-23-0670
Alameda,2020,Naloxone,1888,F,,,5/4/2023,CDO-23-0670
Alameda,2021,Naloxone,1901,F,,,5/4/2023,CDO-23-0670
Alameda,2022,Naloxone,2372,F,,,1/10/2025,CDO-25-0612
Alameda,2023,Naloxone,3396,F,,,10/17/2025,
Alameda,2024,Naloxone,6315,F,,,10/17/2025,
Alpine,2023,Naloxone,,F,1,cell suppressed for small numbers,10/17/2025,
Alpine,2024,Naloxone,,F,1,cell suppressed for small numbers,10/17/2025,
Amador,2023,Naloxone,102,F,,,10/17/2025,
Amador,2024,Naloxone,97,F,,,10/17/2025,
Amador / Alpine,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Amador / Alpine,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Amador / Alpine,2018,Naloxone,20,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2019,Naloxone,87,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2020,Naloxone,84,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2021,Naloxone,96,F,,,5/4/2023,CDO-23-0670
Amador / Alpine,2022,Naloxone,126,F,,,1/10/2025,CDO-25-0612
Butte,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Butte,2014,Naloxone,49,F,,,5/4/2023,CDO-23-0670
Butte,2015,Naloxone,42,F,,,5/4/2023,CDO-23-0670
Butte,2016,Naloxone,100,F,,,5/4/2023,CDO-23-0670
Butte,2017,Naloxone,210,F,,,5/4/2023,CDO-23-0670
Butte,2018,Naloxone,274,F,,,5/4/2023,CDO-23-0670
Butte,2019,Naloxone,573,F,,,5/4/2023,CDO-23-0670
Butte,2020,Naloxone,473,F,,,5/4/2023,CDO-23-0670
Butte,2021,Naloxone,688,F,,,5/4/2023,CDO-23-0670
Butte,2022,Naloxone,761,F,,,1/10/2025,CDO-25-0612
Butte,2023,Naloxone,881,F,,,10/17/2025,
Butte,2024,Naloxone,881,F,,,10/17/2025,
Calaveras,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Calaveras,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Calaveras,2018,Naloxone,11,F,,,5/4/2023,CDO-23-0670
Calaveras,2019,Naloxone,76,F,,,5/4/2023,CDO-23-0670
Calaveras,2020,Naloxone,81,F,,,5/4/2023,CDO-23-0670
Calaveras,2021,Naloxone,105,F,,,5/4/2023,CDO-23-0670
Calaveras,2022,Naloxone,141,F,,,1/10/2025,CDO-25-0612
Calaveras,2023,Naloxone,165,F,,,10/17/2025,
Calaveras,2024,Naloxone,205,F,,,10/17/2025,
Colusa,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2017,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Colusa,2018,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Colusa,2019,Naloxone,23,F,,,5/4/2023,CDO-23-0670
Colusa,2020,Naloxone,28,F,,,5/4/2023,CDO-23-0670
Colusa,2021,Naloxone,35,F,,,5/4/2023,CDO-23-0670
Colusa,2022,Naloxone,47,F,,,1/10/2025,CDO-25-0612
Colusa,2023,Naloxone,54,F,,,10/17/2025,
Colusa,2024,Naloxone,44,F,,,10/17/2025,
Contra Costa,2010,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2011,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2012,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Contra Costa,2014,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Contra Costa,2016,Naloxone,39,F,,,5/4/2023,CDO-23-0670
Contra Costa,2017,Naloxone,130,F,,,5/4/2023,CDO-23-0670
Contra Costa,2018,Naloxone,391,F,,,5/4/2023,CDO-23-0670
Contra Costa,2019,Naloxone,1909,F,,,5/4/2023,CDO-23-0670
Contra Costa,2020,Naloxone,1712,F,,,5/4/2023,CDO-23-0670
Contra Costa,2021,Naloxone,1785,F,,,5/4/2023,CDO-23-0670
Contra Costa,2022,Naloxone,2394,F,,,1/10/2025,CDO-25-0612
Contra Costa,2023,Naloxone,2576,F,,,10/17/2025,
Contra Costa,2024,Naloxone,3100,F,,,10/17/2025,
Del Norte,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Del Norte,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Del Norte,2017,Naloxone,108,F,,,5/4/2023,CDO-23-0670
Del Norte,2018,Naloxone,124,F,,,5/4/2023,CDO-23-0670
Del Norte,2019,Naloxone,263,F,,,5/4/2023,CDO-23-0670
Del Norte,2020,Naloxone,205,F,,,5/4/2023,CDO-23-0670
Del Norte,2021,Naloxone,168,F,,,5/4/2023,CDO-23-0670
Del Norte,2022,Naloxone,196,F,,,1/10/2025,CDO-25-0612
Del Norte,2023,Naloxone,148,F,,,10/17/2025,
Del Norte,2024,Naloxone,136,F,,,10/17/2025,
El Dorado,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2011,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2014,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
El Dorado,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
El Dorado,2016,Naloxone,22,F,,,5/4/2023,CDO-23-0670
El Dorado,2017,Naloxone,60,F,,,5/4/2023,CDO-23-0670
El Dorado,2018,Naloxone,180,F,,,5/4/2023,CDO-23-0670
El Dorado,2019,Naloxone,522,F,,,5/4/2023,CDO-23-0670
El Dorado,2020,Naloxone,627,F,,,5/4/2023,CDO-23-0670
El Dorado,2021,Naloxone,671,F,,,5/4/2023,CDO-23-0670
El Dorado,2022,Naloxone,800,F,,,1/10/2025,CDO-25-0612
El Dorado,2023,Naloxone,692,F,,,10/17/2025,
El Dorado,2024,Naloxone,462,F,,,10/17/2025,
Fresno,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2011,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2012,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Fresno,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Fresno,2016,Naloxone,20,F,,,5/4/2023,CDO-23-0670
Fresno,2017,Naloxone,54,F,,,5/4/2023,CDO-23-0670
Fresno,2018,Naloxone,214,F,,,5/4/2023,CDO-23-0670
Fresno,2019,Naloxone,1788,F,,,5/4/2023,CDO-23-0670
Fresno,2020,Naloxone,1554,F,,,5/4/2023,CDO-23-0670
Fresno,2021,Naloxone,1704,F,,,5/4/2023,CDO-23-0670
Fresno,2022,Naloxone,2071,F,,,1/10/2025,CDO-25-0612
Fresno,2023,Naloxone,2132,F,,,10/17/2025,
Fresno,2024,Naloxone,2325,F,,,10/17/2025,
Glenn,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Glenn,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Glenn,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Glenn,2013,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2014,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2016,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Glenn,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Glenn,2018,Naloxone,22,F,,,5/4/2023,CDO-23-0670
Glenn,2019,Naloxone,81,F,,,5/4/2023,CDO-23-0670
Glenn,2020,Naloxone,41,F,,,5/4/2023,CDO-23-0670
Glenn,2021,Naloxone,57,F,,,5/4/2023,CDO-23-0670
Glenn,2022,Naloxone,76,F,,,1/10/2025,CDO-25-0612
Glenn,2023,Naloxone,82,F,,,10/17/2025,
Glenn,2024,Naloxone,75,F,,,10/17/2025,
Humboldt,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Humboldt,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Humboldt,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Humboldt,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Humboldt,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Humboldt,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Humboldt,2016,Naloxone,48,F,,,5/4/2023,CDO-23-0670
Humboldt,2017,Naloxone,82,F,,,5/4/2023,CDO-23-0670
Humboldt,2018,Naloxone,348,F,,,5/4/2023,CDO-23-0670
Humboldt,2019,Naloxone,835,F,,,5/4/2023,CDO-23-0670
Humboldt,2020,Naloxone,590,F,,,5/4/2023,CDO-23-0670
Humboldt,2021,Naloxone,497,F,,,5/4/2023,CDO-23-0670
Humboldt,2022,Naloxone,713,F,,,1/10/2025,CDO-25-0612
Humboldt,2023,Naloxone,778,F,,,10/17/2025,
Humboldt,2024,Naloxone,789,F,,,10/17/2025,
Imperial,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Imperial,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Imperial,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Imperial,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Imperial,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Imperial,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Imperial,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Imperial,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Imperial,2018,Naloxone,57,F,,,5/4/2023,CDO-23-0670
Imperial,2019,Naloxone,335,F,,,5/4/2023,CDO-23-0670
Imperial,2020,Naloxone,368,F,,,5/4/2023,CDO-23-0670
Imperial,2021,Naloxone,508,F,,,5/4/2023,CDO-23-0670
Imperial,2022,Naloxone,694,F,,,1/10/2025,CDO-25-0612
Imperial,2023,Naloxone,2113,F,,,10/17/2025,
Imperial,2024,Naloxone,2190,F,,,10/17/2025,
Inyo,2023,Naloxone,47,F,,,10/17/2025,
Inyo,2024,Naloxone,37,F,,,10/17/2025,
Inyo / Mono,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2018,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Inyo / Mono,2019,Naloxone,51,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2020,Naloxone,27,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2021,Naloxone,35,F,,,5/4/2023,CDO-23-0670
Inyo / Mono,2022,Naloxone,39,F,,,1/10/2025,CDO-25-0612
Kern,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kern,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kern,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kern,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kern,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kern,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kern,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kern,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kern,2018,Naloxone,187,F,,,5/4/2023,CDO-23-0670
Kern,2019,Naloxone,1523,F,,,5/4/2023,CDO-23-0670
Kern,2020,Naloxone,2692,F,,,5/4/2023,CDO-23-0670
Kern,2021,Naloxone,2369,F,,,5/4/2023,CDO-23-0670
Kern,2022,Naloxone,4055,F,,,1/10/2025,CDO-25-0612
Kern,2023,Naloxone,5162,F,,,10/17/2025,
Kern,2024,Naloxone,5801,F,,,10/17/2025,
Kings,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kings,2011,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kings,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kings,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kings,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Kings,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Kings,2018,Naloxone,56,F,,,5/4/2023,CDO-23-0670
Kings,2019,Naloxone,479,F,,,5/4/2023,CDO-23-0670
Kings,2020,Naloxone,411,F,,,5/4/2023,CDO-23-0670
Kings,2021,Naloxone,596,F,,,5/4/2023,CDO-23-0670
Kings,2022,Naloxone,822,F,,,1/10/2025,CDO-25-0612
Kings,2023,Naloxone,814,F,,,10/17/2025,
Kings,2024,Naloxone,757,F,,,10/17/2025,
Lake,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lake,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lake,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lake,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lake,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lake,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lake,2016,Naloxone,23,F,,,5/4/2023,CDO-23-0670
Lake,2017,Naloxone,34,F,,,5/4/2023,CDO-23-0670
Lake,2018,Naloxone,213,F,,,5/4/2023,CDO-23-0670
Lake,2019,Naloxone,351,F,,,5/4/2023,CDO-23-0670
Lake,2020,Naloxone,227,F,,,5/4/2023,CDO-23-0670
Lake,2021,Naloxone,350,F,,,5/4/2023,CDO-23-0670
Lake,2022,Naloxone,415,F,,,1/10/2025,CDO-25-0612
Lake,2023,Naloxone,363,F,,,10/17/2025,
Lake,2024,Naloxone,636,F,,,10/17/2025,
Lassen,2023,Naloxone,136,F,,,10/17/2025,
Lassen,2024,Naloxone,162,F,,,10/17/2025,
Lassen / Modoc,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Lassen / Modoc,2017,Naloxone,12,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2018,Naloxone,160,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2019,Naloxone,726,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2020,Naloxone,444,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2021,Naloxone,716,F,,,5/4/2023,CDO-23-0670
Lassen / Modoc,2022,Naloxone,112,F,,,1/10/2025,CDO-25-0612
Los Angeles,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Los Angeles,2011,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Los Angeles,2012,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Los Angeles,2013,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Los Angeles,2014,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Los Angeles,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Los Angeles,2016,Naloxone,113,F,,,5/4/2023,CDO-23-0670
Los Angeles,2017,Naloxone,336,F,,,5/4/2023,CDO-23-0670
Los Angeles,2018,Naloxone,1484,F,,,5/4/2023,CDO-23-0670
Los Angeles,2019,Naloxone,10030,F,,,5/4/2023,CDO-23-0670
Los Angeles,2020,Naloxone,9594,F,,,5/4/2023,CDO-23-0670
Los Angeles,2021,Naloxone,11432,F,,,5/4/2023,CDO-23-0670
Los Angeles,2022,Naloxone,19938,F,,,1/10/2025,CDO-25-0612
Los Angeles,2023,Naloxone,26763,F,,,10/17/2025,
Los Angeles,2024,Naloxone,32242,F,,,10/17/2025,
Madera,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Madera,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Madera,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Madera,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Madera,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Madera,2015,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Madera,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Madera,2017,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Madera,2018,Naloxone,17,F,,,5/4/2023,CDO-23-0670
Madera,2019,Naloxone,222,F,,,5/4/2023,CDO-23-0670
Madera,2020,Naloxone,97,F,,,5/4/2023,CDO-23-0670
Madera,2021,Naloxone,183,F,,,5/4/2023,CDO-23-0670
Madera,2022,Naloxone,162,F,,,1/10/2025,CDO-25-0612
Madera,2023,Naloxone,230,F,,,10/17/2025,
Madera,2024,Naloxone,250,F,,,10/17/2025,
Marin,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Marin,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Marin,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Marin,2013,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Marin,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Marin,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Marin,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Marin,2017,Naloxone,32,F,,,5/4/2023,CDO-23-0670
Marin,2018,Naloxone,54,F,,,5/4/2023,CDO-23-0670
Marin,2019,Naloxone,273,F,,,5/4/2023,CDO-23-0670
Marin,2020,Naloxone,208,F,,,5/4/2023,CDO-23-0670
Marin,2021,Naloxone,210,F,,,5/4/2023,CDO-23-0670
Marin,2022,Naloxone,334,F,,,1/10/2025,CDO-25-0612
Marin,2023,Naloxone,466,F,,,10/17/2025,
Marin,2024,Naloxone,415,F,,,10/17/2025,
Mariposa,2023,Naloxone,53,F,,,10/17/2025,
Mariposa,2024,Naloxone,71,F,,,10/17/2025,
Mendocino,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Mendocino,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Mendocino,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Mendocino,2013,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Mendocino,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2016,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Mendocino,2017,Naloxone,49,F,,,5/4/2023,CDO-23-0670
Mendocino,2018,Naloxone,135,F,,,5/4/2023,CDO-23-0670
Mendocino,2019,Naloxone,333,F,,,5/4/2023,CDO-23-0670
Mendocino,2020,Naloxone,238,F,,,5/4/2023,CDO-23-0670
Mendocino,2021,Naloxone,397,F,,,5/4/2023,CDO-23-0670
Mendocino,2022,Naloxone,437,F,,,1/10/2025,CDO-25-0612
Mendocino,2023,Naloxone,456,F,,,10/17/2025,
Mendocino,2024,Naloxone,576,F,,,10/17/2025,
Merced,2023,Naloxone,1072,F,,,10/17/2025,
Merced,2024,Naloxone,894,F,,,10/17/2025,
Merced/Mariposa,2010,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2011,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2016,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2017,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Merced/Mariposa,2018,Naloxone,24,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2019,Naloxone,60,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2020,Naloxone,39,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2021,Naloxone,63,F,,,5/4/2023,CDO-23-0670
Merced/Mariposa,2022,Naloxone,951,F,,,1/10/2025,CDO-25-0612
Modoc,2023,Naloxone,24,F,,,10/17/2025,
Modoc,2024,Naloxone,34,F,,,10/17/2025,
Mono,2023,Naloxone,16,F,,,10/17/2025,
Mono,2024,Naloxone,,F,1,cell suppressed for small numbers,10/17/2025,
Monterey,2010,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Monterey,2011,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Monterey,2012,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Monterey,2013,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Monterey,2014,Naloxone,0,F,,,5/4/2023,CDO-23-0670
Monterey,2015,Naloxone,,F,1,cell suppressed for small numbers,5/4/2023,CDO-23-0670
Monterey,2016,Naloxone,47,F,,,5/4/2023,CDO-23-0670
Monterey,2017,Naloxone,101,F,,,5/4/2023,CDO-23-0670
Monterey,2018,Naloxone,175,F,,,5/4/2023,CDO-23-0670
Monterey,2019,Naloxone,623,F,,,5/4/2023,CDO-23-0670
Monterey,2020,Naloxone,490,F,,,5/4/2023,CDO-23-0670
Monterey,2021,Naloxone,468,F,,,5/4/2023,CDO-23-0670
Monterey,2022,Naloxone,519,F,,,1/10/2025,CDO-25-0612
Monterey,2023,Naloxone,621,F,,,10/17/2025,
Monterey,2024,Naloxone,539,F,,,10/17/2025,
