X,Y,OBJECTID,County_Code,Application_Number,Legal_Entity_Name,Facility_Name,Facility_Address1,Facility_Address2,Additional_Facility_Locations,Facility_City,Facility_State,Facility_Zip,Facility_Phone,Type_of_Application,Program_Code,Treatment_Capacity,Total_Capacity,Expiration_Date,Target_Population,Incident_Medical_Services,Adolescent_Waiver,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Latitude,Longitude,CountyName
-117.838539881,33.7484994870001,1137,30,300106CP,COLLEGE COMMUNITY SERVICES,CLARVIDA,2001 E. 4TH STREET,SUITE 116,,SANTA ANA,CA,92705,(714) 824-8150,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.748253478551,-117.838537785149,Orange County
-117.776567441,33.6673255330001,1138,30,300118GP,"ABLE TO CHANGE RECOVERY, INC.",ABLE TO CHANGE RECOVERY,3 HOLLINWOOD,,,IRVINE,CA,92618,(949) 493-6800,Licensed and Certified,RES,6,6,1/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.667169461803,-117.776409107156,Orange County
-117.836934746,33.7459110720001,1139,30,300115AP,"CALIFORNIA TREATMENT SERVICES, LLC",SANTA ANA COMPREHENSIVE TREATMENT CENTER ,2101 EAST 1ST STREET,,,SANTA ANA,CA,92705,(714) 542-3581,Certified,NON-DETOX,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.745663386651,-117.836932818329,Orange County
-117.906792042,33.68608901,1140,30,300121AN,"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.","YELLOWSTONE, WROC",3132 BOSTON WAY,,,COSTA MESA,CA,92626,(888) 418-4188,Licensed,RES,13,15,3/31/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.686091356765,-117.907045175278,Orange County
-117.656329208,33.5050705370001,1141,30,300118BP,"ABLE TO CHANGE RECOVERY, INC.","ABLE TO CHANGE RECOVERY, INC.",31501 RANCHO VIEJO ROAD, SUITE 101 AND 103,,SAN JUAN CAPISTRANO,CA,92675,(949) 493-6800,Certified,NON,0,0,1/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.505215627842,-117.656161402192,Orange County
-117.955219996,33.7224049880001,1142,30,300120BN,THE NEW BEGINNING FELLOWSHIP CENTER,NEW BEGINNING FELLOWSHIP CENTER,16581 BROOKHURST STREET,,,FOUNTAIN VALLEY,CA,92708,(714) 839-2515,Certified,NON,0,0,3/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.722406664734,-117.954668802188,Orange County
-117.910369857,33.6463679670001,1143,30,300121BN,"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",YELLOWSTONE (WOMEN'S RECOVERY OF CALIFORNIA),154 EAST BAY STREET,,160 EAST BAY STREET,COSTA MESA,CA,92627-2147,(888) 418-4188,Licensed and Certified,RES-DETOX,12,14,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.64621508105,-117.910473038401,Orange County
-117.910962961,33.645701983,1144,30,300121FN,"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",THE YELLOWSTONE BRIDGE,2028 FULLERTON AVENUE,"UNIT A, B & C",,COSTA MESA,CA,92627,(888) 418-4188,Licensed,RES-DETOX,16,20,8/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.645844726658,-117.911104698624,Orange County
-118.058340958,33.803845068,1145,30,300128AP,TWIN TOWN CORPORATION,TWIN TOWN TREATMENT CENTERS - LOS ALAMITOS,4281 KATELLA AVENUE,SUITE 117,,LOS ALAMITOS,CA,90720,(562) 569-0050,Certified,NON,0,0,2/28/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.803172420619,-118.058340958347,Orange County
-117.880990867,33.6866895310001,1146,30,300121LN,"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",YELLOWSTONE RECOVERY - EAST HOUSE,590 TRAVERSE DRIVE,,,COSTA MESA,CA,92626,(888) 418-4188,Licensed,RES,6,7,8/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.686500267911,-117.880992040914,Orange County
-117.86741604,33.6649509820001,1147,30,300121KN,"YELLOWSTONE WOMEN'S FIRST STEP HOUSE, INC.",THE CENTER,4001 WESTERLY PLACE,SUITE 110,,NEWPORT BEACH,CA,92660,(888) 418-4188,Certified,NON,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.66468091666,-117.867145975059,Orange County
-117.860070559,33.780990887,1148,30,300128CP,TWIN TOWN CORPORATION,"TWIN TOWN TREATMENT CENTERS, ORANGE",705 WEST LA VETA AVENUE,SUITE 208,,ORANGE,CA,92868,(562) 596-0050,Certified,NON,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.780646810206,-117.860076594101,Orange County
-117.892698458,33.64790064,1149,30,300134AP,"AME HEALTHCARE GROUP, LLC",VITA NOVA AT NEWPORT BAY,2301 IRVINE AVENUE,,,NEWPORT BEACH,CA,92660,(949) 791-8319,Licensed and Certified,RES-DETOX,6,6,2/28/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.647995271556,-117.892472230779,Orange County
-117.701243971,33.600568997,1150,30,300128DP,TWIN TOWN CORPORATION,"TWIN TOWN TREATMENT CENTERS, LAGUNA HILLS",24953 PASEO DE VALENCIA,SUITE B5,,LAGUNA HILLS,CA,92653,(949) 540-0170,Certified,NON,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.600408147834,-117.701961546066,Orange County
-117.984331519,33.696302443,1151,30,300134BP,"AME HEALTHCARE GROUP, LLC",VITA NOVA AT NEWPORT BAY,8252 DANCY CIRCLE,,,HUNTINGTON BEACH,CA,92626,(949) 943-5280,Licensed,RES-DETOX,6,6,3/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.696502183423,-117.984338308677,Orange County
-117.672025914,33.4992727750001,1152,30,300143EP,"SOLUTIONS FOR RECOVERY, INC.","SOLUTIONS FOR RECOVERY, INC.",31931 PASEO TERRAZA,,,SAN JUAN CAPISTRANO,CA,92675,(888) 530-3512,Licensed,RES-DETOX,12,14,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.499160457169,-117.671779821474,Orange County
-117.922329157,33.6069180370001,1153,30,300144AP,OCEAN RECOVERY LLC,SOLUTIONS BY THE SEA,1601 WEST BALBOA BOULEVARD,,,NEWPORT BEACH,CA,92663,(949) 723-2388,Licensed,RES-DETOX,14,14,12/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.607183491628,-117.922291186602,Orange County
-117.915486171,33.6056240390001,1154,30,300144BP,OCEAN RECOVERY LLC,OCEAN RECOVERY 1115,1115 WEST BALBOA BOULEVARD,,,NEWPORT BEACH,CA,92661,(949) 675-3764,Licensed,RES-DETOX,22,22,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.605838279988,-117.915426826996,Orange County
-117.635743002,33.5137170150001,1155,30,300149AP,"HOPE BY THE SEA, INC.","HOPE BY THE SEA, INC.",28371 VIA ANZAR,,"27931 ORTEGA HIGHWAY, 28330 PASEO MICHELLE, 27675 HIDDEN TRAILS ROAD, LAGUNA HILLS, CA 92653",SAN JUAN CAPISTRANO,CA,92675,(949) 218-2690,Licensed,RES-DETOX,24,24,8/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.513506210183,-117.635656081902,Orange County
-117.672769976,33.481007015,1156,30,300149BP,"HOPE BY THE SEA, INC.","HOPE BY THE SEA, INC.",33171 PASEO CERVEZA,,,SAN JUAN CAPISTRANO,CA,92675,(949) 218-2690,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.480814398956,-117.672515417297,Orange County
-117.91692065,33.64416558,1157,30,300144FP,OCEAN RECOVERY LLC,"OCEAN RECOVERY, LLC",1901 NEWPORT BOULEVARD,SUITE 210,,"COSTA MESA,",CA,92627,(949) 524-1039,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.643646991646,-117.916422848551,Orange County
-117.719756578,33.5417541040001,1158,30,300154RP,"SAFE HARBOR TREATMENT CENTER FOR WOMEN, INC.",THE HARBOR,23482 DORIELLE COURT,,,LAGUNA NIGUEL,CA,92677,(949) 645-1026,Licensed and Certified,RES-DETOX,6,6,6/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.541955521117,-117.719825896304,Orange County
-117.987709007,33.7282820020001,1159,30,300161AP,BRIGHTSIDE BEHAVIORAL HEALTH LLC,SILVER LINING RECOVERY,16168 BEACH BOULEVARD,SUITE 100,,HUNTINGTON BEACH,CA,92647,(949) 307-9212,Certified,NON,0,0,12/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.728269261181,-117.989121022629,Orange County
-117.66357201,33.6053890100001,1160,30,300154SP,"SAFE HARBOR TREATMENT CENTER FOR WOMEN, INC.",SAFE HARBOR TREATMENT CENTER,24631 CATALONIA CIRCLE,,,MISSION VIEJO,CA,92677,(714) 914-5388,Licensed and Certified,RES-DETOX,6,6,6/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.605223215933,-117.663391212776,Orange County
-117.868511974,33.6641800140001,1161,30,300162AP,"WEL-MOR PSYCHOLOGY GROUP, INC.","WEL-MOR PSYCHOLOGY GROUP, INC.",4019 WESTERLY PLACE,SUITE 102,,NEWPORT BEACH,Ca,92660,(714) 884-4347,Certified,NON,0,0,10/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.663747424103,-117.868079383796,Orange County
-117.935312892,33.8347278970001,1162,30,300188FP,"HEALTHCARE SERVICES, INC.",ANAHEIM LIGHTHOUSE,320 NORTH WILSHIRE AVENUE,,,ANAHEIM,CA,92801,(714) 780-1174,Certified,NON,0,0,5/31/2025,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83456185173,-117.935361926414,Orange County
-117.664348007,33.459233764,1163,30,300173EP,"CAPO BY THE SEA, INC.",CAPO BY THE SEA,26682 AVENIDA LAS PALMAS,,"27271 CORTE MANTECITO, SAN JUAN CAPISTRANO, CA 92675",CAPISTRANO BEACH,CA,92624,(844) 505-4471,Licensed and Certified,RES-DETOX,12,12,5/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.459400145085,-117.664396119148,Orange County
-117.931023705,33.83471939,1164,30,300188GP,"HEALTHCARE SERVICES, INC.",ANAHEIM LIGHTHOUSE,1243 W. PEARL STREET,,"1243 1/2, 1253, 1300, 1310, 1320, 1330, 1340 W. PEARL STREET",ANAHEIM,CA,92801,(714) 780-1174,Licensed and Certified,RES-DETOX,101,101,7/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.834512440411,-117.931022698959,Orange County
-117.935312892,33.8347278970001,1165,30,300188HP,"HEALTHCARE SERVICES, INC.",ANAHEIM LIGHTHOUSE,320 NORTH WILSHIRE AVENUE,,,ANAHEIM,CA,92801,(714) 780-1174,Certified,NON,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83456185173,-117.935361926414,Orange County
-117.88948316,33.8446335470001,1166,30,300162EP,"WEL-MOR PSYCHOLOGY GROUP, INC.","WEL-MOR PSYCHOLOGY GROUP, INC.",415 NORTH STATE COLLEGE BOULEVARD,,,ANAHEIM,CA,92806,(714) 540-9070,Certified,NON,0,0,6/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.84463312749,-117.889296914399,Orange County
-117.649770033,33.458537983,1167,30,300173DP,"CAPO BY THE SEA, INC.",CAPO BY THE SEA,647 CAMINO DE LOS MARES,SUITE 201,,SAN CLEMENTE,CA,92673,(949) 244-8747,Certified,NON,0,0,6/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.458018891261,-117.650137496018,Orange County
-117.689251731,33.473204385,1168,30,300208KP,"OCEAN HILLS RECOVERY, LLC","OCEAN HILLS RECOVERY, LLC",33701 BIG SUR ST.,,"33402 PALO ALTO ST., 34062 STREET OF THE AMBER LANTERN AND 33242 CHRISTINA DR., AND 34469 CAMINO EL MOLINO, DANA POINT, CA 92624",DANA POINT,CA,92629,(949) 429-6067,Licensed and Certified,RES-DETOX,30,30,7/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.473207654186,-117.689012008574,Orange County
-117.584411054,33.6675880540001,1169,30,300225BN,"THE TEEN PROJECT, INC.",VERA'S SANCTUARY,20301 FLANAGAN RD.,,"20331, 20342, 20371 FLANAGAN RD.",TRABUCO CANYON,CA,92679,(949) 283-1260,Licensed,RES-DETOX,24,32,5/31/2027,1.4 --- WOMEN/CHILDREN,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.667533068763,-117.584316086762,Orange County
-117.603332278,33.6364549,1170,30,300225EN,"THE TEEN PROJECT, INC.","THE TEEN PROJECT, INC.",30252 TOMAS,SUITE 100,,RANCHO SANTA MARGARITA,CA,92688,(949) 283-1260,Certified,NON,0,0,3/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.636342833581,-117.603185762467,Orange County
-117.871295352,33.6851968820001,1171,30,300233DP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY INTENSIVE OUTPATIENT & DAY TREATMENT PROGRAM,3189 PULLMAN STREET,,,COSTA MESA,CA,92626,(877) 845-8918,Certified,NON,0,0,3/31/2028,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.685597788396,-117.871017073221,Orange County
-117.772795669,33.816226941,1172,30,300233BP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,1655 N. HUNTERS WAY,,,ORANGE,CA,92869,(714) 393-3523,Certified,DSS-DETOX,0,0,11/30/2027,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.815855120223,-117.772911506599,Orange County
-117.781755169,33.8010533080001,1173,30,300233HP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,760 N. RODEO CIRCLE,,,ORANGE,CA,92869,(949) 222-0366,Certified,DSS,0,0,11/30/2026,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.800618203264,-117.781434225748,Orange County
-117.77586881,33.809112843,1174,30,300233IP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,20371 ACRE PLACE,,,ORANGE,CA,92869,(714) 222-8970,Certified,DSS,0,0,9/30/2026,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.808757282705,-117.775839724474,Orange County
-117.776278936,33.801961319,1175,30,300233AP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,811 N. RANCH WOOD TRAIL,,,ORANGE,CA,92869,(714) 393-3523,Certified,DSS-DETOX,0,0,11/30/2027,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.801952434611,-117.776688811265,Orange County
-117.780644064,33.809126925,1176,30,300233GP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,20115 HILLSIDE DRIVE,,,ORANGE,CA,92869,(949) 222-0366,Certified,DSS,0,0,11/30/2026,1.5 --- YOUTH/ADOLESCENT,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.808458216399,-117.780852856944,Orange County
-117.777660777,33.8010271140001,1177,30,300233JP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,7141 E. TANGLEWOOD TRAIL,,,ORANGE,CA,92869,(714) 822-4696,Certified,DSS-DETOX,0,0,5/31/2027,1.10 --- CO-ED/YOUTH,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.800756630395,-117.777639067628,Orange County
-117.778586977,33.7981774350001,1178,30,300233QP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,7004 E SUNDANCE CIRCLE,,,ORANGE,CA,92869,(855) 400-9246,Certified,DSS-DETOX,0,0,12/31/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.798838767129,-117.778938178801,Orange County
-117.784953739,33.805358416,1179,30,300233PP,"MONROE OPERATIONS, LLC",NEWPORT ACADEMY,10811 S MORADA DRIVE,,,ORANGE,CA,92869,(855) 400-9246,Certified,DSS-DETOX,0,0,12/31/2027,1.8 --- DUAL DIAGNOSIS,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.805358416188,-117.784953739021,Orange County
-117.676600338,33.617196597,1180,30,300242AP,"FOUR FORTY-NINE, INC.",449 RECOVERY,26010 ACERO,SUITE 100,,MISSION VIEJO,CA,92691,(855) 444-4490,Certified,NON,0,0,6/30/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.617717196987,-117.677067209816,Orange County
-117.613187301,33.4338726820001,1181,30,300239BP,"CHAPTERS CAPISTRANO, LLC",CHAPTERS CAPISTRANO,222 AVENIDA LA CUESTA,,"1525 BUENA VISTA UNITS, A, B AND C",SAN CLEMENTE,CA,92672,(949) 218-7090,Licensed and Certified,RES-DETOX,6,6,9/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.434034368691,-117.613104906684,Orange County
-117.857542996,33.7582715710001,1182,30,300249AP,"LIBERTY HOUSING SERVICES, INC.",NEW START DETOX,906 DORMAN STREET,,,SANTA ANA,CA,92701,(714) 492-4937,Licensed,RES-DETOX,6,6,12/31/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.758481034897,-117.857544085876,Orange County
-117.874633445,33.660333349,1183,30,300244CP,"PACE RECOVERY CENTER, LLC","PACE RECOVERY CENTER, LLC",20051 SW BIRCH STREET,,,NEWPORT BEACH,CA,92660,(800) 526-1851,Certified,NON,0,0,2/28/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.66010661873,-117.874407804513,Orange County
-118.007139851,33.6681609570001,1184,30,300244EP,"PACE RECOVERY CENTER, LLC","PACE RECOVERY CENTER, LLC",526 16TH STREET,,"528 16TH STREET, 209 22ND STREET, AND 414 11TH STREET",HUNTINGTON BEACH ,CA,92648,(714) 369-2387,Licensed and Certified,RES-DETOX,24,24,1/31/2028,1.2 --- MEN ONLY,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.668338821115,-118.007314278748,Orange County
-117.925287549,33.6339573860001,1185,30,300253CP,"ARROWOOD CAPITAL, INC. ",TREE HOUSE RECOVERY,1640 SUPERIOR AVE,,,COSTA MESA,CA,92627,(855) 202-2138,Certified,NON,0,0,6/30/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.634166933426,-117.925498018938,Orange County
-117.868360345,33.664533186,1186,30,300249EP,"LIBERTY HOUSING SERVICES, INC.",BLUE COAST BEHAVIORAL HEALTH,4029 WESTERLY PLACE,SUITE 101,,NEWPORT BEACH,CA,92660,(714) 492-4937,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.663999845117,-117.867827004692,Orange County
-117.884749983,33.7429730050001,1187,30,300262AP,ARTEMIS HILL RECOVERY INC.,THE RUNWAY,1245 W CHESTNUT AVENUE,,1245 1/2 W CHESTNUT AVENUE,SANTA ANA,CA,92703,(562) 338-5444,Licensed and Certified,RES-DETOX,6,6,10/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.742704868197,-117.884748726098,Orange County
-118.024961957,33.743789151,1188,30,300264AP,"FRAMEWORK RECOVERY, INC.","FRAMEWORK RECOVERY, INC.",15061 SPRINGDALE STREET,SUITE 112,,HUNTINGTON BEACH,CA,92649,(619) 445-9505,Certified,NON,0,0,7/31/2027,1.2 --- MEN ONLY,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.743760485083,-118.024433980707,Orange County
-117.86760698,33.6825813510001,1189,30,300257BP,DREAM RECOVERY LLC,DREAM RECOVERY,3188 AIRWAY AVE,BLDG J,,COSTA MESA,CA,92626,(714) 617-4983,Certified,NON,0,0,9/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.683212843576,-117.868660668781,Orange County
-118.023744904,33.7185008650001,1190,30,300267DP,SURF CITY RECOVERY,SURF CITY RECOVERY,6002 DOYLE DRIVE,,,HUNTINGTON BEACH,CA,92647,(714) 841-3863,Licensed and Certified,RES-DETOX,6,6,11/30/2026,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.718684680629,-118.023746748466,Orange County
-117.988551472,33.699744136,1191,30,300267CP,SURF CITY RECOVERY,SURF CITY RECOVERY,18090 BEACH BOULEVARD,SUITE 5,,HUNTINGTON BEACH,CA,92648,(714) 841-3863,Certified,NON,0,0,2/28/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.69973743041,-117.988981631579,Orange County
-117.730565964,33.622276952,1192,30,300252EP,"GET REAL RECOVERY, INC.","GET REAL RECOVERY, INC.",23412 MOULTON PARKWAY,"SUITE 200, 240 & 241",,LAGUNA HILLS,CA,92653,(951) 834-8809,Certified,NON,0,0,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.622362531546,-117.731084301011,Orange County
-117.908722562,33.683201528,1193,30,300269BP,DIVINE BLISS,COSTA MESA DETOX,1219 PARNELL PLACE,,,COSTA MESA,CA,92626,(714) 884-3614,Licensed and Certified,RES-DETOX,6,6,9/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.683378469983,-117.908721639732,Orange County
-117.661343011,33.4983640090001,1194,30,300268BP,"CASA RECOVERY, INC.",CASA RECOVERY,31877 DEL OBISPO STREET,SUITE 104,,SAN JUAN CAPISTRANO,CA,92675,(888) 928-2272,Certified,NON,0,0,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.498142139753,-117.661249971791,Orange County
-117.924132355,33.630361382,1195,30,300270CP,"HOTEL CALIFORNIA BY THE SEA, LLC","HOTEL CALIFORNIA BY THE SEA, LLC",1509 ORANGE AVENUE,A ,,COSTA MESA,CA,92627,(949) 515-3664,Licensed,RES,6,6,7/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.630170944906,-117.923937476205,Orange County
-117.939536114,33.6205883760001,1196,30,300270AP,"HOTEL CALIFORNIA BY THE SEA, LLC","HOTEL CALIFORNIA BY THE SEA, LLC",4504 SEASHORE DRIVE,,,NEWPORT BEACH,CA,92663,(949) 566-8508,Licensed and Certified,RES,6,6,1/31/2028,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.620528529221,-117.939583136672,Orange County
-117.981690633,33.6769661880001,1197,30,300270IP,"HOTEL CALIFORNIA BY THE SEA, LLC",HOTEL CALIFORNIA BY THE SEA,19671 DITMAR LANE,,,HUNTINGTON BEACH,CA,92646,(657) 339-3013,Licensed,RES-DETOX,6,6,5/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.677010528593,-117.981457029461,Orange County
-117.986846509,33.6809864420001,1198,30,300270GP,"HOTEL CALIFORNIA BY THE SEA, LLC",HOTEL CALIFORNIA BY THE SEA,19371 WORCHESTER LANE,,,HUNTINGTON BEACH,CA,92646,(657) 329-1202,Licensed,RES,6,6,5/31/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.680987951197,-117.986591028975,Orange County
-117.982009732,33.6895728640001,1199,30,300270JP,"HOTEL CALIFORNIA BY THE SEA, LLC",HOTEL CALIFORNIA BY THE SEA,18801 FLAGSTAFF LANE,,,HUNTINGTON BEACH,CA,92646,(657) 329-0392,Licensed,RES-DETOX,6,6,8/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.689694317845,-117.981849051072,Orange County
-117.882391819,33.6623222490001,1200,30,300280GP,GRATITUDE LODGE LLC,GRATITUDE LODGE LLC,1661 ORCHARD DRIVE,,,NEWPORT BEACH,CA,92660,(704) 408-1660,Licensed,RES-DETOX,6,6,5/31/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.66215922109,-117.88250556117,Orange County
-117.881963923,33.6636599170001,1201,30,300280FP,GRATITUDE LODGE LLC,GRATITUDE LODGE LLC,20132 REDLANDS DR,,,NEWPORT BEACH,CA,92660,(704) 408-1660,Licensed,RES-DETOX,6,6,4/30/2027,1.1 --- CO-ED,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.663771480165,-117.882122424376,Orange County
-117.987965493,33.6824865520001,1202,30,300270KP,"HOTEL CALIFORNIA BY THE SEA, LLC",HOTEL CALIFORNIA BY THE SEA HUNTINGTON BEACH,19240 BEACH BOULEVARD,,,HUNTINGTON BEACH,CA,92648,(949) 242-0321,Certified,NON,0,0,6/30/2027,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.682476828658,-117.988567900838,Orange County
-117.775824302,33.5318894000001,1203,30,300291AN,COAST TO COAST CHARITABLE CORPORATION,SPENCER RECOVERY CENTERS,1337 GAVIOTA DRIVE,,,LAGUNA BEACH,CA,92651,(949) 376-3705,Licensed and Certified,RES-DETOX,6,6,8/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.531925274773,-117.775791444711,Orange County
-117.686988366,33.509105334,1204,30,300285AP,NEW LEAF DETOX AND TREATMENT,NEW LEAF DETOX AND TREATMENT,33 MALLORCA,,61 AND 63 MALLORCA,LAGUNA NIGUEL,CA,92677,(312) 315-3315,Licensed,RES-DETOX,18,18,3/31/2026,1.1 --- CO-ED,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.509181860606,-117.686744117032,Orange County
