Health Care Delivery System,Health Care Delivery System Id,Fiscal Year,Demographic Group,MH Service Description,Units,Amount MH Service Received,Amount MH Service Received Suppression Identifier,Medi-Cal Delivery System,Population Category,Demographic Category
San Bernardino,36,2019/20,Z1 All,ICC,MEMBER_COUNT,2233,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,ICC,TOTAL_MINUTES,2511491.91,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,1124.716485,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,IHBS,MEMBER_COUNT,927,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,IHBS,TOTAL_MINUTES,1522888.92,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,1642.814369,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,1155,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,370957.815,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,321.1755974,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,4885,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,8481212.96,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1736.174608,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,22,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,250,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,11.36363636,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,SDMC_TOTAL,MEMBER_COUNT,4984,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,38728345.81,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7770.534874,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,TFC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,TFC,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,TFC,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,272,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,946214.235,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2019/20,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,3478.728805,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,571,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,168414.945,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,294.9473643,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,183,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,40052.13,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,218.8640984,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,103,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,2580.82,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,25.05650485,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FFS_INPATIENT,MEMBER_COUNT,116,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS,1105,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FULL_DAY_REHAB,MEMBER_COUNT,14,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FULL_DAY_REHAB,TOTAL_HOURS,1536,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FULL_DAY_REHAB,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,ICC,MEMBER_COUNT,2206,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,ICC,TOTAL_MINUTES,2365176.24,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,1072.156047,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,IHBS,MEMBER_COUNT,754,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,IHBS,TOTAL_MINUTES,1058481.225,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,1403.821253,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,1180,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,402843.87,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,341.3931102,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,4732,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,7622942.375,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1610.934568,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,18,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,94,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,SDMC_TOTAL,MEMBER_COUNT,4809,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,35698967.12,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,7423.366005,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,TFC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,TFC,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,TFC,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,218,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,747323.28,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2020/21,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,3428.08844,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,ADULT_RESIDENTIAL_TX_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,ADULT_RESIDENTIAL_TX_SVCS,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,ADULT_RESIDENTIAL_TX_SVCS,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,459,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,115049.64,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,250.6528105,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,212,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,51995.85,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,245.2634434,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,141,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,2607.75,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,18.49468085,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FFS_INPATIENT,MEMBER_COUNT,119,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS,1232,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FULL_DAY_REHAB,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FULL_DAY_REHAB,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FULL_DAY_REHAB,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FULL_DAY_TX_INTENSIVE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,ICC,MEMBER_COUNT,1975,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,ICC,TOTAL_MINUTES,1881319.095,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,952.5666304,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,IHBS,MEMBER_COUNT,547,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,IHBS,TOTAL_MINUTES,1043829.75,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,1908.281079,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,INPATIENT_ADMIN,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,INPATIENT_ADMIN,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,INPATIENT_ADMIN,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,1040,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,350490.48,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,337.0100769,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,4402,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,7470953.355,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1697.172502,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,24,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,140,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,SDMC_TOTAL,MEMBER_COUNT,4477,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,37550064.95,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,8387.32744,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,TFC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,TFC,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,TFC,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,179,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,595847.97,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2021/22,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,3328.759609,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,ADULT_RESIDENTIAL_TX_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,ADULT_RESIDENTIAL_TX_SVCS,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,ADULT_RESIDENTIAL_TX_SVCS,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,BH_PREVENTION_EDUCATION_SVC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,BH_PREVENTION_EDUCATION_SVC,MINUTES,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,BH_PREVENTION_EDUCATION_SVC,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,511,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,119308.11,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,233.4796673,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,213,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,48567.495,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,228.0164085,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_RESIDENTIAL_TX_SVCS,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_STABILIZATION,MEMBER_COUNT,177,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS,2392.54,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,CRISIS_STABILIZATION,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,FFS_INPATIENT,MEMBER_COUNT,138,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS,1415,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,FFS_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,FULL_DAY_TX_INTENSIVE,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,FULL_DAY_TX_INTENSIVE,TOTAL_HOURS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,ICC,MEMBER_COUNT,1925,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,ICC,TOTAL_MINUTES,1960102.08,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,ICC,TOTAL_MINUTES_PER_MEMBER,1018.234847,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,IHBS,MEMBER_COUNT,536,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,IHBS,TOTAL_MINUTES,1115583.795,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,IHBS,TOTAL_MINUTES_PER_MEMBER,2081.31305,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,INPATIENT_ADMIN,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,INPATIENT_ADMIN,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,INPATIENT_ADMIN,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MEMBER_COUNT,982,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,MINUTES,326466.63,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,MEDICATION_SUPPORT_SVCS,TOTAL_MINUTES_PER_MEMBER,332.4507434,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,MENTAL_HEALTH_SVCS,MEMBER_COUNT,4151,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES,7290461.925,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,MENTAL_HEALTH_SVCS,TOTAL_MINUTES_PER_MEMBER,1756.314605,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,PSYCHIATRIC_HEALTH_FACILITY,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,MEMBER_COUNT,19,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS,161,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SDMC_HOSPITAL_INPATIENT,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SDMC_TOTAL,MEMBER_COUNT,4247,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS,39313725.81,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SDMC_TOTAL,TOTAL_DOLLARS_PER_MEMBER,9256.822654,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SELF_HELP_PEER_SVCS,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SELF_HELP_PEER_SVCS,MINUTES,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,SELF_HELP_PEER_SVCS,TOTAL_MINUTES_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,TFC,MEMBER_COUNT,,1,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,TFC,TOTAL_DAYS,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,TFC,TOTAL_DAYS_PER_MEMBER,,2,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,MEMBER_COUNT,173,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES,648639,,SMHS,Open Child Welfare,0 All
San Bernardino,36,2022/23,Z1 All,THERAPEUTIC_BEHAVIORAL_SVCS,TOTAL_MINUTES_PER_MEMBER,3749.358382,,SMHS,Open Child Welfare,0 All
San Diego,37,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,MEMBER_COUNT,635,,SMHS,Open Child Welfare,0 All
San Diego,37,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES,105682.56,,SMHS,Open Child Welfare,0 All
San Diego,37,2019/20,Z1 All,CASE_MANAGEMENT/BROKERAGE,TOTAL_MINUTES_PER_MEMBER,166.4292283,,SMHS,Open Child Welfare,0 All
San Diego,37,2019/20,Z1 All,CRISIS_INTERVENTION,MEMBER_COUNT,73,,SMHS,Open Child Welfare,0 All
San Diego,37,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES,31549.83,,SMHS,Open Child Welfare,0 All
San Diego,37,2019/20,Z1 All,CRISIS_INTERVENTION,TOTAL_MINUTES_PER_MEMBER,432.1894521,,SMHS,Open Child Welfare,0 All
